,uri,start,end,ms,text_uri
1,AnonymousPlural,660,671,2884,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,957,966,3006,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,957,968,3006,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,117,126,3021,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,117,128,3021,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1352,1361,3052,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1352,1363,3052,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,118,127,3066,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,118,129,3066,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1546,1555,3096,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1546,1557,3096,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1578,1587,3165,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1578,1589,3165,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,72,81,3179,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,72,83,3179,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,70,79,3204,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,70,81,3204,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1277,1286,3213,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1277,1288,3213,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,965,974,3288,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,965,976,3288,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,530,539,3330,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,530,541,3330,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,105,114,3383,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,105,116,3383,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1392,1401,3477,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1392,1403,3477,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,203,212,3531,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,203,214,3531,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,715,724,3677,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,715,726,3677,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1197,1206,3863,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1197,1208,3863,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,472,481,3960,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,472,483,3960,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1287,1296,3974,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1287,1298,3974,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,705,714,4055,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,705,716,4055,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1140,1149,4069,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1191,1200,4069,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,1140,1151,4069,0880IbnCadilHanbali.LubabFiCulumKitab
3,AnonymousPlural,1191,1202,4069,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,506,515,4086,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,506,517,4086,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,81,90,4095,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,81,92,4095,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,426,435,4182,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,426,437,4182,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,221,230,4210,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,221,232,4210,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1218,1227,4242,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1218,1229,4242,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,1269,1284,4264,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,967,981,4264,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,164,173,4300,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,414,428,4300,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,27,36,4317,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,116,125,4317,0880IbnCadilHanbali.LubabFiCulumKitab
2,Anonymous,205,214,4317,0880IbnCadilHanbali.LubabFiCulumKitab
3,Anonymous,282,291,4317,0880IbnCadilHanbali.LubabFiCulumKitab
4,Anonymous,360,369,4317,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,134,143,4350,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,134,145,4350,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1405,1414,4367,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1405,1416,4367,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,361,369,4381,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,422,431,4381,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,51,60,4388,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,51,62,4388,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1398,1407,4449,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1398,1409,4449,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,492,501,4475,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,492,503,4475,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1063,1072,4479,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1124,1133,4479,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,657,666,4493,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,657,668,4493,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1187,1196,4501,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1257,1266,4501,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,113,122,4512,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,113,124,4512,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1188,1197,4538,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1188,1199,4538,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1220,1229,4622,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1220,1231,4622,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,631,640,4645,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,260,275,4645,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,631,642,4645,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,352,361,4680,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,352,363,4680,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,837,846,4706,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,837,848,4706,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,628,637,4790,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,628,639,4790,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1029,1038,4848,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1029,1040,4848,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,119,128,4900,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,119,130,4900,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,562,571,4994,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,562,573,4994,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1066,1075,5086,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1066,1077,5086,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1436,1445,5188,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1436,1447,5188,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,8,23,5229,0880IbnCadilHanbali.LubabFiCulumKitab
1,0276IbnQutaybaDinawari,1365,1379,5229,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,148,157,5249,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,148,159,5249,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,424,433,5277,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,424,435,5277,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,202,211,5338,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,202,213,5338,0880IbnCadilHanbali.LubabFiCulumKitab
0,0209AbuCubayda,1417,1432,5431,0880IbnCadilHanbali.LubabFiCulumKitab
1,0198SufyanIbnCuyayna,466,485,5431,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,182,191,5440,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,228,237,5440,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1247,1256,5511,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1247,1258,5511,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,116,125,5536,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,116,127,5536,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1035,1044,5553,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1035,1046,5553,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,866,875,5617,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,866,877,5617,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,970,979,5669,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,970,981,5669,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,862,871,5708,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,862,873,5708,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1275,1284,5715,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1275,1286,5715,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,567,581,5804,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,187,202,5804,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,517,526,5819,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,517,528,5819,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,7,16,5838,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,204,219,5838,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,246,260,5889,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,74,83,5889,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,475,489,5934,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,268,283,5934,0880IbnCadilHanbali.LubabFiCulumKitab
2,0209AbuCubayda,1018,1032,5934,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,252,261,5942,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,983,992,5942,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,252,263,5942,0880IbnCadilHanbali.LubabFiCulumKitab
3,AnonymousPlural,983,994,5942,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1413,1422,5951,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1413,1424,5951,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,24,39,6001,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,956,964,6001,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,841,850,6069,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,809,823,6069,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,841,852,6069,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,26,35,6079,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,26,37,6079,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1114,1123,6120,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1114,1125,6120,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,17,26,6176,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,17,28,6176,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,658,667,6195,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,658,669,6195,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,729,738,6242,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,729,740,6242,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,31,40,6318,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,31,42,6318,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1295,1304,6343,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1295,1306,6343,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,404,413,6383,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,404,415,6383,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,820,829,6387,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,820,831,6387,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1405,1414,6422,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1405,1416,6422,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1395,1404,6425,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1395,1406,6425,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,255,264,6450,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,255,266,6450,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,240,249,6517,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,240,251,6517,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,202,211,6814,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,202,213,6814,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,616,625,6883,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,616,627,6883,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1044,1053,7277,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1044,1055,7277,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1006,1015,7446,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1207,1216,7446,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1072,1081,7475,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1382,1391,7475,0880IbnCadilHanbali.LubabFiCulumKitab
0,0276IbnQutaybaDinawari,598,612,7950,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,485,494,7950,0880IbnCadilHanbali.LubabFiCulumKitab
2,Anonymous,535,544,7950,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1434,1443,7972,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1434,1445,7972,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,141,150,7982,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,141,152,7982,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1445,1454,8044,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1445,1456,8044,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,434,443,8178,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1394,1403,8178,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,432,441,8397,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,432,443,8397,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,616,625,8423,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,680,689,8423,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,242,251,8535,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,297,306,8535,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1125,1134,8677,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1170,1179,8677,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,1125,1136,8677,0880IbnCadilHanbali.LubabFiCulumKitab
3,AnonymousPlural,1170,1181,8677,0880IbnCadilHanbali.LubabFiCulumKitab
0,0458Bayhaqi,749,762,8803,0880IbnCadilHanbali.LubabFiCulumKitab
1,0458Bayhaqi,890,902,8803,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,306,315,8829,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,306,317,8829,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1130,1139,9243,0880IbnCadilHanbali.LubabFiCulumKitab
1,AnonymousPlural,1130,1141,9243,0880IbnCadilHanbali.LubabFiCulumKitab
0,0209AbuCubayda,62,76,9299,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,1513,1527,9299,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,1418,1427,9386,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,1460,1469,9386,0880IbnCadilHanbali.LubabFiCulumKitab
2,AnonymousPlural,1418,1429,9386,0880IbnCadilHanbali.LubabFiCulumKitab
3,AnonymousPlural,1460,1471,9386,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,668,677,9547,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,179,194,9547,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,856,865,9585,0880IbnCadilHanbali.LubabFiCulumKitab
1,Anonymous,928,937,9585,0880IbnCadilHanbali.LubabFiCulumKitab
0,0209AbuCubayda,463,478,9601,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,840,855,9601,0880IbnCadilHanbali.LubabFiCulumKitab
0,Anonymous,870,879,9605,0880IbnCadilHanbali.LubabFiCulumKitab
1,0209AbuCubayda,943,957,9605,0880IbnCadilHanbali.LubabFiCulumKitab
0,0487Bakri,1027,1038,131,0883AbuBakrJuraci.TuhfatRakic
1,0626YaqutHamawi,1132,1143,131,0883AbuBakrJuraci.TuhfatRakic
0,0588IbnMamun.AkhbarMisr,491,504,33,0884AbuDharrSibtIbnCajami.KunuzDhahab
1,0588IbnMamun.AkhbarMisr,571,584,33,0884AbuDharrSibtIbnCajami.KunuzDhahab
0,0276IbnQutaybaDinawari,149,164,310,0884AbuDharrSibtIbnCajami.KunuzDhahab
1,0276IbnQutaybaDinawari,698,713,310,0884AbuDharrSibtIbnCajami.KunuzDhahab
0,Anonymous,979,988,463,0884AbuDharrSibtIbnCajami.KunuzDhahab
1,Anonymous,1464,1473,463,0884AbuDharrSibtIbnCajami.KunuzDhahab
